datetime_utc,pm25,lat,lon,location_name,city
2025-05-16 01:00:00+00:00,6.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-16 02:00:00+00:00,6.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-16 03:00:00+00:00,5.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-16 04:00:00+00:00,4.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-16 05:00:00+00:00,6.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-16 06:00:00+00:00,3.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-16 07:00:00+00:00,5.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-16 08:00:00+00:00,9.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-16 09:00:00+00:00,15.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-16 10:00:00+00:00,11.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-16 11:00:00+00:00,4.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-16 12:00:00+00:00,2.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-16 13:00:00+00:00,12.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-16 14:00:00+00:00,14.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-16 15:00:00+00:00,12.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-16 16:00:00+00:00,17.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-16 17:00:00+00:00,11.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-16 18:00:00+00:00,3.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-16 19:00:00+00:00,2.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-16 20:00:00+00:00,4.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-16 21:00:00+00:00,10.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-16 22:00:00+00:00,9.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-16 23:00:00+00:00,8.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-17 00:00:00+00:00,8.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-17 01:00:00+00:00,7.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-17 02:00:00+00:00,3.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-17 03:00:00+00:00,4.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-17 04:00:00+00:00,5.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-17 05:00:00+00:00,10.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-17 06:00:00+00:00,4.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-17 07:00:00+00:00,6.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-17 08:00:00+00:00,6.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-17 09:00:00+00:00,7.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-17 10:00:00+00:00,6.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-17 12:00:00+00:00,9.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-17 14:00:00+00:00,8.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-17 20:00:00+00:00,4.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-17 21:00:00+00:00,6.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-17 22:00:00+00:00,5.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-17 23:00:00+00:00,13.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-18 00:00:00+00:00,10.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-18 01:00:00+00:00,14.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-18 02:00:00+00:00,17.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-18 03:00:00+00:00,10.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-18 04:00:00+00:00,10.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-18 05:00:00+00:00,9.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-18 06:00:00+00:00,7.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-18 07:00:00+00:00,6.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-18 08:00:00+00:00,4.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-18 09:00:00+00:00,7.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-18 10:00:00+00:00,4.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-18 11:00:00+00:00,3.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-18 12:00:00+00:00,8.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-18 13:00:00+00:00,11.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-18 14:00:00+00:00,7.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-18 15:00:00+00:00,5.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-18 16:00:00+00:00,17.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-18 17:00:00+00:00,8.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-18 18:00:00+00:00,10.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-18 19:00:00+00:00,8.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-18 20:00:00+00:00,1.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-18 21:00:00+00:00,4.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-18 22:00:00+00:00,4.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
2025-05-18 23:00:00+00:00,7.0,40.42166665995589,-3.682222219837608,ESCUELAS AGUIRRE,Madrid
